0	1
1	2
2	4
5	5
6	6
7	7
10	11
11	13
12	14
13	16
15	17
16	18
17	19
18	20
19	22
20	23
23	25
24	26
25	27
26	28
27	29
28	30
29	31
31	32
32	33
33	35
34	36
35	37
36	38
37	39
38	40
39	43
40	44
41	45
42	46
44	48
45	49
46	52
47	53
48	55
49	56
50	58
51	59
53	60
54	61
55	63
56	64
57	66
59	68
60	69
61	70
62	71
64	72
65	73
66	74
67	75
68	76
69	77
70	80
71	82
72	83
73	84
74	85
75	88
76	89
77	90
78	91
80	93
82	94
83	95
84	96
85	97
86	99
88	100
91	101
92	103
93	104
94	106
95	107
96	108
97	109
99	111
101	112
104	114
106	115
107	117
108	119
109	120
110	121
111	122
112	123
113	124
114	126
115	127
116	128
117	129
118	130
119	131
122	134
123	135
124	136
125	137
126	138
127	139
128	140
129	143
131	144
132	145
133	146
134	148
135	149
137	151
139	154
141	155
142	156
145	157
146	158
147	160
148	161
150	162
152	164
153	165
154	166
155	167
156	170
157	171
158	172
159	173
160	175
161	176
162	178
163	179
164	180
165	181
166	184
167	185
168	187
169	188
170	189
171	190
172	191
173	192
174	193
176	195
177	196
178	197
179	199
181	200
182	201
184	202
185	203
186	204
188	205
189	207
190	208
191	212
192	213
193	214
194	215
196	216
197	218
199	221
200	222
201	226
202	227
203	228
205	230
206	231
207	232
208	234
209	235
210	236
211	237
212	239
213	240
214	241
215	243
217	244
218	245
219	246
221	247
222	248
223	249
224	250
226	251
227	252
228	253
229	254
231	256
232	257
233	258
236	261
238	265
239	266
240	267
242	268
243	269
244	270
245	273
246	274
248	275
250	276
251	277
252	278
253	280
255	281
257	283
259	288
260	289
261	290
262	291
263	292
264	295
265	296
266	297
267	298
268	299
269	300
271	302
272	303
273	304
