0	0
2	1
4	2
5	3
6	4
7	5
8	6
10	7
11	8
12	9
14	10
15	11
16	12
17	14
19	17
20	18
21	19
22	20
24	21
25	22
26	23
27	24
28	26
29	27
30	29
31	30
33	31
34	32
35	33
36	34
38	35
39	36
40	37
41	38
43	39
44	40
45	41
47	43
49	46
50	47
51	48
53	49
54	50
55	51
57	53
58	55
60	56
61	58
65	62
66	63
69	64
70	65
71	66
72	67
73	68
74	69
76	73
78	74
79	75
80	76
81	77
82	78
83	79
84	80
85	81
86	82
87	83
88	84
89	85
90	87
91	89
92	90
94	91
95	92
97	93
100	95
101	97
102	98
104	100
105	101
107	102
108	103
109	105
110	106
111	107
112	108
113	109
114	110
115	113
118	114
119	115
120	117
121	118
124	122
125	123
126	124
127	125
128	126
129	127
130	128
131	130
132	131
133	133
134	134
136	136
137	137
138	138
139	139
140	141
142	143
143	144
144	145
145	147
146	148
147	149
148	150
149	151
150	152
152	155
153	157
156	158
158	159
159	160
160	161
164	163
165	165
166	166
168	167
170	169
171	170
172	171
175	172
176	173
178	174
179	175
181	178
182	182
183	183
185	184
188	187
190	188
191	189
192	191
195	193
196	194
197	197
198	200
200	201
202	202
203	204
204	205
206	206
207	207
208	208
210	209
211	210
213	211
214	212
215	213
216	216
217	217
218	218
219	219
220	220
221	221
222	222
224	224
225	225
226	226
227	227
228	228
229	229
231	230
233	231
234	232
235	233
236	234
237	235
238	236
239	238
240	239
241	240
242	241
245	242
248	243
251	244
252	245
253	247
254	249
255	250
256	251
258	252
259	253
260	254
261	257
262	259
265	261
267	263
268	265
269	266
270	267
271	268
272	269
273	271
274	272
275	273
277	274
278	275
279	277
281	279
282	280
283	281
284	283
286	284
287	285
288	286
289	287
290	288
292	289
293	290
294	291
295	293
296	295
297	297
298	298
299	299
300	300
301	301
302	302
303	303
304	304
